,competition,gsm_id,kickoffDate,kickoffTime,hometeam_team1,awayteam_team2,icon,chanceRating,team,type,time,player,location_x,location_y,bodyPart,shotQuality,defPressure,numDefPlayers,numAttPlayers,outcome,primaryPlayer,primaryType,primaryLocation_x,primaryLocation_y,secondaryPlayer,secondaryType
28530,EngPr,2462842,2017-09-16,14:00:00,Watford,Manchester City,fairlygoodchance,fairlygoodchance,Watford,Open Play,52:39,N. Chalobah,-4.0,50.0,Right,1,4,3,1,Saved,J. Holebas,Corner,133.0,2.0,A. Carrillo,Corner Won
28550,EngPr,2462843,2017-09-16,14:00:00,West Bromwich Albion,West Ham United,goodchance,goodchance,West Ham United,Open Play,34:57,A. Carroll,27.0,35.0,Head,2,3,3,0,Defended,Jose Fonte,Cross High,-95.0,107.0,Pedro Obiang,Open Play Pass
28565,EngPr,2462840,2017-09-16,14:00:00,Newcastle United,Stoke City,greatchance,greatchance,Newcastle United,Open Play,33:19,Joselu,4.0,31.0,Right,2,0,1,0,Saved,D. Yedlin,Shot (Deflection),40.0,113.0,C. Atsu,Open Play Pass
28564,EngPr,2462840,2017-09-16,14:00:00,Newcastle United,Stoke City,goodchance,goodchance,Newcastle United,Dangerous Moment,34:24,Joselu,-10.0,40.0,Right,0,5,2,0,Defended,Ayoze Perez,Open Play Pass,-57.0,42.0,Mikel Merino,Open Play Pass
28563,EngPr,2462840,2017-09-16,14:00:00,Newcastle United,Stoke City,verygoodchance,verygoodchance,Stoke City,Open Play,50:53,E. Choupo-Moting,-34.0,50.0,Right,3,1,2,0,Saved,Jese,Open Play Pass,-8.0,96.0,-,-
28562,EngPr,2462840,2017-09-16,14:00:00,Newcastle United,Stoke City,fairlygoodchance,fairlygoodchance,Newcastle United,Open Play,54:53,Ayoze Perez,-43.0,58.0,Right,2,5,4,0,Defended,Joselu,Open Play Pass,2.0,48.0,M. Ritchie,Cross High
28561,EngPr,2462840,2017-09-16,14:00:00,Newcastle United,Stoke City,fairlygoodchance,fairlygoodchance,Newcastle United,Dangerous Moment,55:26,C. Mbemba,-6.0,28.0,Head,0,3,2,0,Woodwork,M. Ritchie,Corner,-136.0,0.0,Ayoze Perez,Corner Won
28560,EngPr,2462840,2017-09-16,14:00:00,Newcastle United,Stoke City,poorchance,poorchance,Newcastle United,Open Play,55:46,Mikel Merino,-14.0,87.0,Right,3,2,5,3,Defended,-,-,-,-,-,-
28559,EngPr,2462840,2017-09-16,14:00:00,Newcastle United,Stoke City,poorchance,poorchance,Newcastle United,Open Play,58:26,Joselu,8.0,54.0,Left,2,3,2,0,Missed,I. Hayden,Cross High,-88.0,50.0,-,-
28558,EngPr,2462840,2017-09-16,14:00:00,Newcastle United,Stoke City,poorchance,poorchance,Stoke City,Open Play,60:13,X. Shaqiri,34.0,78.0,Left,2,2,3,0,Missed,E. Choupo-Moting,Open Play Pass,94.0,52.0,-,-
28557,EngPr,2462843,2017-09-16,14:00:00,West Bromwich Albion,West Ham United,verygoodchance,verygoodchance,West Bromwich Albion,Open Play,87:24,H. Robson-Kanu,8.0,37.0,Head,3,1,2,0,Saved,J. McClean,Cross High,104.0,88.0,J. Evans,Open Play Pass
28556,EngPr,2462843,2017-09-16,14:00:00,West Bromwich Albion,West Ham United,poorchance,poorchance,West Ham United,Open Play,73:24,Pedro Obiang,48.0,104.0,Right,1,1,3,0,Missed,-,-,-,-,-,-
28555,EngPr,2462843,2017-09-16,14:00:00,West Bromwich Albion,West Ham United,goodchance,goodchance,West Ham United,Open Play,46:17,Jose Fonte,-10.0,43.0,Head,2,2,4,0,Missed,A. Cresswell,Corner,-136.0,1.0,-,-
28554,EngPr,2462843,2017-09-16,14:00:00,West Bromwich Albion,West Ham United,poorchance,poorchance,West Ham United,Open Play,40:52,Jose Fonte,-40.0,109.0,Right,2,1,3,0,Defended,C. Kouyate,Open Play Pass,54.0,133.0,Pedro Obiang,Open Play Pass
28553,EngPr,2462843,2017-09-16,14:00:00,West Bromwich Albion,West Ham United,fairlygoodchance,fairlygoodchance,West Bromwich Albion,Open Play,38:31,M. Phillips,-20.0,75.0,Left,2,3,2,0,Missed,J. Morrison,Open Play Pass,-15.0,97.0,C. Brunt,Open Play Pass
28552,EngPr,2462843,2017-09-16,14:00:00,West Bromwich Albion,West Ham United,greatchance,greatchance,West Bromwich Albion,Open Play,37:07,J. Morrison,12.0,35.0,Head,1,1,2,0,Missed,M. Phillips,Cross High,75.0,22.0,-,-
28551,EngPr,2462843,2017-09-16,14:00:00,West Bromwich Albion,West Ham United,goodchance,goodchance,West Ham United,Open Play,35:40,A. Carroll,-21.0,31.0,Head,2,2,4,1,Missed,A. Cresswell,Corner,135.0,1.0,-,-
28531,EngPr,2462842,2017-09-16,14:00:00,Watford,Manchester City,poorchance,poorchance,Manchester City,Open Play,52:58,S. Aguero,13.0,91.0,Right,1,3,4,0,Missed,B. Mendy,Open Play Pass,86.0,89.0,S. Aguero,Open Play Pass
28529,EngPr,2462842,2017-09-16,14:00:00,Watford,Manchester City,poorchance,poorchance,Watford,Open Play,47:45,A. Carrillo,-60.0,63.0,Right,2,3,2,0,Missed,-,-,-,-,-,-
28528,EngPr,2462842,2017-09-16,14:00:00,Watford,Manchester City,poorchance,poorchance,Manchester City,Open Play,22:18,R. Sterling,2.0,100.0,Right,1,2,4,2,Defended,K. De Bruyne,Cross High,134.0,35.0,-,-
363,EngPr,2462842,2017-09-16,14:00:00,Watford,Manchester City,penawarded,Fairly Good,Manchester City,[Tackle],87:15,-,-,-,-,N/A,-,-,-,Penalty Awarded,-,-,-,-,-,-
362,EngPr,2462837,2017-09-16,14:00:00,Huddersfield Town,Leicester City,penawarded,Poor,Leicester City,[Tackle],48:39,-,-,-,-,N/A,-,-,-,Penalty Awarded,-,-,-,-,-,-
28464,EngPr,2462837,2017-09-16,14:00:00,Huddersfield Town,Leicester City,poorchance,poorchance,Huddersfield Town,Open Play,03:50,T. Ince,-42.0,87.0,Left,3,1,4,2,Defended,A. Mooy,Corner,134.0,2.0,-,-
28466,EngPr,2462837,2017-09-16,14:00:00,Huddersfield Town,Leicester City,fairlygoodchance,fairlygoodchance,Huddersfield Town,Open Play,07:28,A. Sabiri,7.0,34.0,Head,2,5,5,1,Saved,-,-,-,-,-,-
28467,EngPr,2462837,2017-09-16,14:00:00,Huddersfield Town,Leicester City,poorchance,poorchance,Huddersfield Town,Open Play,10:30,D. Williams,15.0,83.0,Right,2,0,4,1,Missed,L. Depoitre,Open Play Pass,-26.0,79.0,-,-
28468,EngPr,2462837,2017-09-16,14:00:00,Huddersfield Town,Leicester City,goodchance,goodchance,Leicester City,Open Play,15:22,K. Iheanacho,5.0,58.0,Left,3,5,2,0,Defended,M. Albrighton,Open Play Pass,60.0,233.0,-,-
28469,EngPr,2462837,2017-09-16,14:00:00,Huddersfield Town,Leicester City,poorchance,poorchance,Huddersfield Town,Open Play,17:44,T. Ince,1.0,85.0,Left,2,1,4,1,Defended,-,-,-,-,-,-
28470,EngPr,2462837,2017-09-16,14:00:00,Huddersfield Town,Leicester City,goodchance,goodchance,Huddersfield Town,Open Play,23:39,C. Schindler,14.0,25.0,Head,3,5,3,0,Defended,A. Mooy,Cross High,-106.0,48.0,-,-
28471,EngPr,2462837,2017-09-16,14:00:00,Huddersfield Town,Leicester City,poorchance,poorchance,Huddersfield Town,Open Play,37:34,A. Mooy,-67.0,79.0,Left,3,4,3,1,Defended,L. Depoitre,Open Play Pass,-70.0,58.0,-,-
28472,EngPr,2462837,2017-09-16,14:00:00,Huddersfield Town,Leicester City,fairlygoodchance,fairlygoodchance,Leicester City,Direct Free-Kick,41:04,R. Mahrez,33.0,83.0,Left,3,0,6,1,Defended,K. Iheanacho,Free Kick Won,41.0,84.0,-,-
28473,EngPr,2462837,2017-09-16,14:00:00,Huddersfield Town,Leicester City,goodchance,goodchance,Leicester City,Open Play,42:04,K. Iheanacho,-23.0,30.0,Left,3,5,4,1,Defended,M. Albrighton,Corner,136.0,1.0,-,-
28474,EngPr,2462837,2017-09-16,14:00:00,Huddersfield Town,Leicester City,goodchance,goodchance,Leicester City,Open Play,42:32,J. Vardy,47.0,34.0,Left,3,3,2,0,Missed,W. Morgan,Open Play Pass,45.0,92.0,-,-
28475,EngPr,2462837,2017-09-16,14:00:00,Huddersfield Town,Leicester City,goodchance,goodchance,Huddersfield Town,Open Play,51:28,M. Jorgensen,-6.0,51.0,Right,3,0,3,1,Saved,E. Kachunga,Open Play Pass,-95.0,32.0,-,-
28476,EngPr,2462837,2017-09-16,14:00:00,Huddersfield Town,Leicester City,poorchance,poorchance,Huddersfield Town,Open Play,63:46,D. Williams,14.0,92.0,Right,3,2,5,1,Missed,-,-,-,-,-,-
28477,EngPr,2462837,2017-09-16,14:00:00,Huddersfield Town,Leicester City,superbchance,superbchance,Leicester City,Dangerous Moment,69:24,J. Vardy,6.0,9.0,Left,0,0,0,0,Missed,R. Mahrez,Open Play Pass,-60.0,25.0,-,-
28478,EngPr,2462837,2017-09-16,14:00:00,Huddersfield Town,Leicester City,poorchance,poorchance,Leicester City,Open Play,71:43,R. Mahrez,-58.0,64.0,Left,3,3,4,1,Defended,D. Gray,Open Play Pass,1.0,94.0,-,-
28479,EngPr,2462837,2017-09-16,14:00:00,Huddersfield Town,Leicester City,poorchance,poorchance,Leicester City,Open Play,92:51,I. Slimani,-17.0,85.0,Left,2,0,2,0,Missed,-,-,-,-,-,-
28480,EngPr,2462838,2017-09-16,14:00:00,Liverpool,Burnley,poorchance,poorchance,Liverpool,Open Play,77:00,Philippe Coutinho,12.0,93.0,Right,1,0,4,0,Missed,T. Alexander-Arnold,Open Play Pass,-36.0,113.0,-,-
28481,EngPr,2462838,2017-09-16,14:00:00,Liverpool,Burnley,poorchance,poorchance,Burnley,Open Play,76:20,R. Brady,-42.0,80.0,Left,3,1,4,1,Saved,J. Cork,Open Play Pass,-34.0,143.0,-,-
28482,EngPr,2462838,2017-09-16,14:00:00,Liverpool,Burnley,goodchance,goodchance,Liverpool,Open Play,70:52,E. Can,30.0,23.0,Head,3,5,5,0,Missed,J. Milner,Cross High,-67.0,10.0,-,-
28483,EngPr,2462838,2017-09-16,14:00:00,Liverpool,Burnley,verygoodchance,verygoodchance,Liverpool,Open Play,63:25,J. Milner,-33.0,27.0,Right,3,4,2,0,Defended,D. Sturridge,Open Play Pass,-62.0,54.0,Roberto Firmino,Open Play Pass
28484,EngPr,2462838,2017-09-16,14:00:00,Liverpool,Burnley,fairlygoodchance,fairlygoodchance,Liverpool,Open Play,60:14,A. Robertson,45.0,45.0,Left,3,4,2,0,Missed,Roberto Firmino,Open Play Pass,92.0,184.0,-,-
28485,EngPr,2462838,2017-09-16,14:00:00,Liverpool,Burnley,goodchance,goodchance,Liverpool,Open Play,00:58,D. Sturridge,-4.0,60.0,Left,3,2,3,0,Saved,A. Robertson,Open Play Pass,103.0,56.0,-,-
28486,EngPr,2462838,2017-09-16,14:00:00,Liverpool,Burnley,poorchance,poorchance,Liverpool,Open Play,07:32,T. Alexander-Arnold,-37.0,81.0,Left,3,1,5,1,Missed,-,-,-,-,-,-
28465,EngPr,2462837,2017-09-16,14:00:00,Huddersfield Town,Leicester City,fairlygoodchance,fairlygoodchance,Huddersfield Town,Open Play,05:33,T. Ince,44.0,41.0,Left,3,0,2,0,Defended,T. Smith,Cross High,-101.0,58.0,-,-
28463,EngPr,2462837,2017-09-16,14:00:00,Huddersfield Town,Leicester City,fairlygoodchance,fairlygoodchance,Huddersfield Town,Open Play,03:20,T. Ince,36.0,75.0,Left,3,0,2,0,Defended,A. Sabiri,Open Play Pass,-23.0,93.0,L. Depoitre,Open Play Pass
28462,EngPr,2462837,2017-09-16,14:00:00,Huddersfield Town,Leicester City,goodchance,goodchance,Huddersfield Town,Open Play,02:40,L. Depoitre,2.0,36.0,Head,3,4,2,0,Saved,T. Ince,Cross High,101.0,101.0,-,-
28441,EngPr,2462836,2017-09-16,11:30:00,Crystal Palace,Southampton,fairlygoodchance,fairlygoodchance,Southampton,Open Play,55:31,N. Redmond,-22.0,62.0,Right,2,3,3,1,Missed,M. Lemina,Open Play Pass,-15.0,55.0,-,-
28442,EngPr,2462836,2017-09-16,11:30:00,Crystal Palace,Southampton,greatchance,greatchance,Crystal Palace,Open Play,48:23,Y. Cabaye,-7.0,18.0,Right,3,3,1,0,Saved,J. Schlupp,Cross Low,64.0,30.0,-,-
28443,EngPr,2462836,2017-09-16,11:30:00,Crystal Palace,Southampton,greatchance,greatchance,Crystal Palace,Dangerous Moment,49:11,J. Puncheon,-17.0,9.0,Right,0,1,1,0,Missed,R. Loftus-Cheek,Open Play Pass,-45.0,3.0,J. Ward,Open Play Pass
28444,EngPr,2462836,2017-09-16,11:30:00,Crystal Palace,Southampton,goodchance,goodchance,Crystal Palace,Open Play,45:08,A. Townsend,58.0,31.0,Left,2,3,2,0,Missed,J. Puncheon,Open Play Pass,52.0,83.0,-,-
28445,EngPr,2462836,2017-09-16,11:30:00,Crystal Palace,Southampton,poorchance,poorchance,Southampton,Open Play,44:44,N. Redmond,-2.0,99.0,Right,3,1,3,0,Saved,R. Bertrand,Open Play Pass,48.0,115.0,-,-
28446,EngPr,2462836,2017-09-16,11:30:00,Crystal Palace,Southampton,goodchance,goodchance,Southampton,Open Play,43:42,D. Tadic,17.0,47.0,Left,2,1,3,0,Defended,-,-,-,-,-,-
28447,EngPr,2462836,2017-09-16,11:30:00,Crystal Palace,Southampton,goodchance,goodchance,Crystal Palace,Open Play,30:30,R. Loftus-Cheek,-37.0,44.0,Right,2,3,2,0,Defended,Y. Cabaye,Open Play Pass,21.0,104.0,-,-
28448,EngPr,2462836,2017-09-16,11:30:00,Crystal Palace,Southampton,poorchance,poorchance,Crystal Palace,Open Play,29:07,R. Loftus-Cheek,-10.0,106.0,Right,2,0,1,0,Missed,J. Puncheon,Open Play Pass,16.0,123.0,R. Loftus-Cheek,Open Play Pass
28449,EngPr,2462836,2017-09-16,11:30:00,Crystal Palace,Southampton,poorchance,poorchance,Crystal Palace,Open Play,23:18,Y. Cabaye,-8.0,108.0,Right,1,1,2,1,Missed,J. Schlupp,Open Play Pass,56.0,98.0,-,-
28450,EngPr,2462836,2017-09-16,11:30:00,Crystal Palace,Southampton,poorchance,poorchance,Southampton,Open Play,21:16,N. Redmond,-9.0,101.0,Right,3,2,4,0,Saved,Oriol Romeu,Open Play Pass,52.0,172.0,M. Lemina,Open Play Pass
28451,EngPr,2462836,2017-09-16,11:30:00,Crystal Palace,Southampton,poorchance,poorchance,Southampton,Open Play,19:45,M. Lemina,-39.0,110.0,Right,2,2,3,0,Missed,D. Tadic,Open Play Pass,-98.0,130.0,-,-
28452,EngPr,2462836,2017-09-16,11:30:00,Crystal Palace,Southampton,poorchance,poorchance,Southampton,Open Play,18:21,Oriol Romeu,26.0,107.0,Right,2,1,4,1,Defended,N. Redmond,Open Play Pass,97.0,50.0,M. Lemina,Open Play Pass
28453,EngPr,2462836,2017-09-16,11:30:00,Crystal Palace,Southampton,greatchance,greatchance,Crystal Palace,Open Play,15:47,C. Benteke,3.0,14.0,Right,2,3,1,0,Saved,R. Loftus-Cheek,Cross Low,-56.0,11.0,A. Townsend,Open Play Pass
28454,EngPr,2462836,2017-09-16,11:30:00,Crystal Palace,Southampton,goodchance,goodchance,Southampton,Open Play,11:05,S. Long,26.0,53.0,Head,1,0,1,0,Missed,D. Tadic,Cross High,-97.0,116.0,S. Davis,Open Play Pass
28455,EngPr,2462836,2017-09-16,11:30:00,Crystal Palace,Southampton,goodchance,goodchance,Southampton,Open Play,03:25,M. Lemina,-24.0,52.0,Right,2,2,3,0,Defended,S. Long,Open Play Pass,-30.0,42.0,-,-
28456,EngPr,2462836,2017-09-16,11:30:00,Crystal Palace,Southampton,goodchance,goodchance,Crystal Palace,Open Play,00:20,A. Townsend,27.0,43.0,Left,1,1,1,0,Missed,R. Loftus-Cheek,Cross High,108.0,47.0,-,-
28457,EngPr,2462836,2017-09-16,11:30:00,Crystal Palace,Southampton,goodchance,goodchance,Crystal Palace,Open Play,76:54,J. Ward,-37.0,39.0,Head,2,2,3,0,Saved,Y. Cabaye,Free Kick,29.0,163.0,Y. Cabaye,Free Kick Won
28458,EngPr,2462836,2017-09-16,11:30:00,Crystal Palace,Southampton,poorchance,poorchance,Crystal Palace,Open Play,93:22,J. Ward,-34.0,114.0,Right,1,3,3,1,Missed,S. Dann,Open Play Pass,-54.0,96.0,-,-
28459,EngPr,2462837,2017-09-16,14:00:00,Huddersfield Town,Leicester City,goodchance,goodchance,Huddersfield Town,Open Play,83:55,C. Quaner,1.0,33.0,Right,1,2,2,0,Missed,A. Mooy,Cross High,98.0,55.0,-,-
28460,EngPr,2462837,2017-09-16,14:00:00,Huddersfield Town,Leicester City,poorchance,poorchance,Huddersfield Town,Open Play,76:41,T. Ince,2.0,90.0,Left,3,1,3,0,Missed,A. Mooy,Open Play Pass,-33.0,129.0,-,-
28461,EngPr,2462837,2017-09-16,14:00:00,Huddersfield Town,Leicester City,fairlygoodchance,fairlygoodchance,Leicester City,Open Play,01:40,W. Ndidi,-21.0,32.0,Right,1,5,4,2,Missed,R. Mahrez,Corner,-136.0,1.0,-,-
28487,EngPr,2462838,2017-09-16,14:00:00,Liverpool,Burnley,poorchance,poorchance,Liverpool,Open Play,17:55,Philippe Coutinho,40.0,95.0,Right,3,5,4,1,Defended,-,-,-,-,-,-
28488,EngPr,2462838,2017-09-16,14:00:00,Liverpool,Burnley,goodchance,goodchance,Liverpool,Open Play,19:40,D. Sturridge,-52.0,39.0,Left,3,5,4,1,Defended,Mohamed Salah,Open Play Pass,-54.0,82.0,-,-
28489,EngPr,2462838,2017-09-16,14:00:00,Liverpool,Burnley,goodchance,goodchance,Liverpool,Open Play,20:57,Mohamed Salah,-39.0,14.0,Head,3,0,1,0,Missed,D. Sturridge,Cross High,58.0,97.0,-,-
28490,EngPr,2462838,2017-09-16,14:00:00,Liverpool,Burnley,poorchance,poorchance,Liverpool,Open Play,23:20,Philippe Coutinho,37.0,93.0,Right,3,2,5,1,Defended,E. Can,Open Play Pass,-18.0,114.0,-,-
28515,EngPr,2462842,2017-09-16,14:00:00,Watford,Manchester City,verygoodchance,verygoodchance,Manchester City,Open Play,74:21,R. Sterling,-45.0,44.0,Right,1,2,2,0,Missed,R. Sterling,Open Play Pass,-4.0,99.0,Bernardo Silva,Open Play Pass
28516,EngPr,2462842,2017-09-16,14:00:00,Watford,Manchester City,fairlygoodchance,fairlygoodchance,Manchester City,Open Play,05:08,Fernandinho,-20.0,30.0,Head,1,3,1,0,Missed,K. De Bruyne,Corner,-136.0,5.0,K. Walker,Corner Won
28517,EngPr,2462842,2017-09-16,14:00:00,Watford,Manchester City,poorchance,poorchance,Manchester City,Open Play,06:39,B. Mendy,75.0,90.0,Left,1,1,4,0,Missed,K. De Bruyne,Cross High,-72.0,11.0,-,-
28518,EngPr,2462842,2017-09-16,14:00:00,Watford,Manchester City,goodchance,goodchance,Manchester City,Dangerous Moment,08:40,R. Sterling,-23.0,54.0,Right,0,0,2,1,Defended,K. De Bruyne,Open Play Pass,-62.0,38.0,David Silva,Open Play Pass
28519,EngPr,2462842,2017-09-16,14:00:00,Watford,Manchester City,poorchance,poorchance,Manchester City,Open Play,10:15,K. De Bruyne,30.0,88.0,Right,1,1,2,0,Missed,David Silva,Open Play Pass,59.0,78.0,K. De Bruyne,Open Play Pass
28520,EngPr,2462842,2017-09-16,14:00:00,Watford,Manchester City,poorchance,poorchance,Watford,Open Play,12:56,A. Doucoure,9.0,92.0,Right,1,2,3,1,Missed,J. Holebas,Throw in,136.0,97.0,-,-
28521,EngPr,2462842,2017-09-16,14:00:00,Watford,Manchester City,fairlygoodchance,fairlygoodchance,Manchester City,Open Play,17:39,David Silva,-7.0,50.0,Right,2,4,3,0,Defended,K. De Bruyne,Cross Low,-68.0,85.0,J. Stones,Open Play Pass
28522,EngPr,2462842,2017-09-16,14:00:00,Watford,Manchester City,goodchance,goodchance,Manchester City,Open Play,19:33,S. Aguero,-24.0,51.0,Left,1,1,2,0,Missed,David Silva,Corner,133.0,5.0,-,-
28523,EngPr,2462842,2017-09-16,14:00:00,Watford,Manchester City,poorchance,poorchance,Manchester City,Open Play,20:26,S. Aguero,71.0,85.0,Right,2,1,3,0,Defended,David Silva,Turnover,72.0,228.0,-,-
28524,EngPr,2462842,2017-09-16,14:00:00,Watford,Manchester City,verygoodchance,verygoodchance,Watford,Open Play,23:51,Richarlison,5.0,37.0,Head,2,3,1,0,Missed,J. Holebas,Free Kick,93.0,120.0,Richarlison,Free Kick Won
28525,EngPr,2462842,2017-09-16,14:00:00,Watford,Manchester City,goodchance,goodchance,Manchester City,Open Play,35:41,K. De Bruyne,-43.0,32.0,Right,2,3,2,0,Saved,R. Sterling,Open Play Pass,-119.0,56.0,K. Walker,Open Play Pass
28526,EngPr,2462842,2017-09-16,14:00:00,Watford,Manchester City,poorchance,poorchance,Manchester City,Open Play,40:11,K. De Bruyne,-22.0,108.0,Right,1,0,6,2,Missed,David Silva,Open Play Pass,-21.0,98.0,K. De Bruyne,Free Kick
28527,EngPr,2462842,2017-09-16,14:00:00,Watford,Manchester City,goodchance,goodchance,Manchester City,Open Play,00:18,David Silva,-22.0,28.0,Right,2,4,2,0,Defended,R. Sterling,Cross Low,-74.0,6.0,K. Walker,Open Play Pass
28514,EngPr,2462838,2017-09-16,14:00:00,Liverpool,Burnley,poorchance,poorchance,Liverpool,Open Play,92:09,E. Can,57.0,71.0,Right,3,1,5,1,Defended,J. Milner,Open Play Pass,105.0,28.0,-,-
28513,EngPr,2462838,2017-09-16,14:00:00,Liverpool,Burnley,poorchance,poorchance,Liverpool,Open Play,91:29,E. Can,4.0,100.0,Right,3,3,5,1,Saved,T. Alexander-Arnold,Open Play Pass,-72.0,81.0,-,-
28512,EngPr,2462838,2017-09-16,14:00:00,Liverpool,Burnley,fairlygoodchance,fairlygoodchance,Liverpool,Open Play,89:15,Mohamed Salah,-66.0,42.0,Left,3,3,4,0,Saved,D. Sturridge,Open Play Pass,-53.0,89.0,-,-
28500,EngPr,2462838,2017-09-16,14:00:00,Liverpool,Burnley,poorchance,poorchance,Liverpool,Open Play,50:58,Philippe Coutinho,22.0,82.0,Left,3,4,3,1,Missed,Mohamed Salah,Open Play Pass,-100.0,83.0,-,-
28491,EngPr,2462838,2017-09-16,14:00:00,Liverpool,Burnley,greatchance,greatchance,Liverpool,Dangerous Moment,34:24,D. Sturridge,3.0,23.0,Left,0,4,1,0,Missed,J. Milner,Cross High,-104.0,84.0,-,-
28492,EngPr,2462838,2017-09-16,14:00:00,Liverpool,Burnley,fairlygoodchance,fairlygoodchance,Liverpool,Open Play,36:11,Mohamed Salah,-48.0,43.0,Left,3,5,3,0,Saved,Mohamed Salah,Shot (Deflection),-52.0,47.0,-,-
28493,EngPr,2462838,2017-09-16,14:00:00,Liverpool,Burnley,goodchance,goodchance,Liverpool,Open Play,41:08,D. Sturridge,56.0,43.0,Left,3,2,2,0,Missed,Philippe Coutinho,Open Play Pass,39.0,112.0,-,-
28494,EngPr,2462838,2017-09-16,14:00:00,Liverpool,Burnley,fairlygoodchance,fairlygoodchance,Liverpool,Open Play,43:08,Mohamed Salah,-62.0,79.0,Left,3,0,3,0,Saved,Roberto Firmino,Open Play Pass,-3.0,97.0,-,-
28495,EngPr,2462838,2017-09-16,14:00:00,Liverpool,Burnley,goodchance,goodchance,Burnley,Open Play,44:23,B. Mee,-3.0,51.0,Head,2,5,2,0,Missed,S. Defour,Free Kick,-75.0,105.0,-,-
28496,EngPr,2462838,2017-09-16,14:00:00,Liverpool,Burnley,fairlygoodchance,fairlygoodchance,Liverpool,Open Play,46:40,D. Sturridge,-54.0,55.0,Left,3,5,4,0,Saved,Philippe Coutinho,Open Play Pass,32.0,85.0,-,-
28497,EngPr,2462838,2017-09-16,14:00:00,Liverpool,Burnley,fairlygoodchance,fairlygoodchance,Liverpool,Open Play,47:57,Roberto Firmino,55.0,39.0,Right,3,3,4,1,Defended,Philippe Coutinho,Open Play Pass,60.0,182.0,-,-
28498,EngPr,2462838,2017-09-16,14:00:00,Liverpool,Burnley,poorchance,poorchance,Liverpool,Open Play,46:15,D. Sturridge,35.0,79.0,Left,3,0,3,1,Missed,-,-,-,-,-,-
28499,EngPr,2462838,2017-09-16,14:00:00,Liverpool,Burnley,poorchance,poorchance,Liverpool,Open Play,49:05,Philippe Coutinho,-5.0,113.0,Right,2,4,3,0,Missed,-,-,-,-,-,-
28501,EngPr,2462838,2017-09-16,14:00:00,Liverpool,Burnley,poorchance,poorchance,Liverpool,Open Play,53:07,E. Can,-31.0,84.0,Right,3,4,4,0,Saved,Roberto Firmino,Open Play Pass,22.0,96.0,-,-
28511,EngPr,2462838,2017-09-16,14:00:00,Liverpool,Burnley,greatchance,greatchance,Liverpool,Open Play,85:05,D. Solanke,2.0,10.0,Right,2,3,2,0,Woodwork,T. Alexander-Arnold,Cross Low,-55.0,9.0,-,-
28502,EngPr,2462838,2017-09-16,14:00:00,Liverpool,Burnley,poorchance,poorchance,Liverpool,Open Play,56:23,J. Milner,-25.0,87.0,Right,3,4,3,0,Missed,Philippe Coutinho,Open Play Pass,18.0,142.0,-,-
28503,EngPr,2462838,2017-09-16,14:00:00,Liverpool,Burnley,poorchance,poorchance,Liverpool,Open Play,57:44,Philippe Coutinho,31.0,78.0,Right,3,5,4,0,Defended,A. Robertson,Open Play Pass,93.0,53.0,-,-
28504,EngPr,2462838,2017-09-16,14:00:00,Liverpool,Burnley,goodchance,goodchance,Liverpool,Open Play,58:18,D. Sturridge,-18.0,28.0,Head,1,0,2,0,Defended,Roberto Firmino,Cross High,107.0,58.0,-,-
28505,EngPr,2462838,2017-09-16,14:00:00,Liverpool,Burnley,fairlygoodchance,fairlygoodchance,Liverpool,Open Play,58:33,D. Sturridge,-17.0,77.0,Left,3,1,3,0,Saved,T. Alexander-Arnold,Open Play Pass,-104.0,138.0,-,-
28506,EngPr,2462838,2017-09-16,14:00:00,Liverpool,Burnley,poorchance,poorchance,Liverpool,Open Play,58:57,A. Robertson,8.0,100.0,Left,2,1,5,1,Missed,J. Milner,Open Play Pass,-81.0,88.0,-,-
28507,EngPr,2462838,2017-09-16,14:00:00,Liverpool,Burnley,verygoodchance,verygoodchance,Burnley,Open Play,80:01,B. Mee,31.0,22.0,Head,3,1,3,3,Defended,R. Brady,Corner,-136.0,1.0,-,-
28508,EngPr,2462838,2017-09-16,14:00:00,Liverpool,Burnley,verygoodchance,verygoodchance,Burnley,Open Play,80:28,B. Mee,30.0,10.0,Head,3,1,2,0,Saved,R. Brady,Corner,-136.0,1.0,-,-
28509,EngPr,2462838,2017-09-16,14:00:00,Liverpool,Burnley,goodchance,goodchance,Liverpool,Open Play,82:16,D. Solanke,-18.0,43.0,Head,2,5,2,0,Missed,T. Alexander-Arnold,Cross High,-102.0,102.0,-,-
28510,EngPr,2462838,2017-09-16,14:00:00,Liverpool,Burnley,goodchance,goodchance,Liverpool,Open Play,83:48,T. Alexander-Arnold,-40.0,45.0,Right,3,2,4,2,Saved,J. Milner,Cross High,65.0,17.0,-,-
28440,EngPr,2462836,2017-09-16,11:30:00,Crystal Palace,Southampton,goodchance,goodchance,Crystal Palace,Open Play,59:37,C. Benteke,26.0,47.0,Head,1,0,1,0,Missed,Y. Cabaye,Cross High,-62.0,164.0,T. Fosu-Mensah,Open Play Pass
28439,EngPr,2462836,2017-09-16,11:30:00,Crystal Palace,Southampton,poorchance,poorchance,Southampton,Open Play,63:40,Cedric Soares,41.0,119.0,Right,2,1,4,2,Defended,-,-,-,-,-,-
